# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = h2reg_model
# start_datetime = 2025-04-21 06:30:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpauik0v1i/5iltbdvk.json
# init = 2 (Default)
# random
#   seed = 55229
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h2-dens/h2reg-20250421013040_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=h2reg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,beta.1.5,beta.2.5,beta.3.5,beta.4.5,beta.5.5,beta.6.5,beta.7.5,beta.8.5,beta.9.5,beta.1.6,beta.2.6,beta.3.6,beta.4.6,beta.5.6,beta.6.6,beta.7.6,beta.8.6,beta.9.6,beta.1.7,beta.2.7,beta.3.7,beta.4.7,beta.5.7,beta.6.7,beta.7.7,beta.8.7,beta.9.7,beta.1.8,beta.2.8,beta.3.8,beta.4.8,beta.5.8,beta.6.8,beta.7.8,beta.8.8,beta.9.8,beta.1.9,beta.2.9,beta.3.9,beta.4.9,beta.5.9,beta.6.9,beta.7.9,beta.8.9,beta.9.9,beta.1.10,beta.2.10,beta.3.10,beta.4.10,beta.5.10,beta.6.10,beta.7.10,beta.8.10,beta.9.10,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,mu_beta.5,mu_beta.6,mu_beta.7,mu_beta.8,mu_beta.9,mu_beta.10,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,sigma_beta.5,sigma_beta.6,sigma_beta.7,sigma_beta.8,sigma_beta.9,sigma_beta.10,mu_inner_beta,sigma_inner_beta,log_p,rmse
-355731,0.797836,0.237273,4,15,0,355775,-0.00638704,0.995531,-0.0179933,-0.046044,0.0545409,-0.0180804,0.00314747,0.0626063,0.0329839,-0.00984731,-0.05233,-0.0388414,-0.0603064,-0.00402143,-0.0178932,-0.0165673,-0.0265907,-0.0160835,0.000972498,0.0166594,-0.0602993,-0.0855371,-0.0989156,-0.0472029,-0.0745765,-0.0320548,-0.0492902,-0.0348123,-0.0341314,-0.00855076,-0.0356798,-0.0573483,0.0414566,0.0219403,-0.0147347,-0.0445711,-0.0204616,-0.00198708,0.00654188,0.047712,-0.0937722,0.00364592,0.00143137,-0.0431159,-0.0346273,0.0125352,-0.124992,-0.0394543,-0.0575193,-0.0634626,-0.128814,0.0378681,0.0302043,-0.031921,-0.0610194,0.012089,0.0694575,0.11904,0.0570255,0.0891081,0.0150397,0.027528,0.0944887,0.0358164,0.0146967,0.020421,0.0568268,0.115307,-0.00485276,0.0651616,0.0323712,-0.0655353,0.00270299,0.0384884,0.0455092,0.068505,0.0215456,0.0254264,0.0504403,0.0020762,0.200253,-0.0332494,0.102138,0.0135805,-0.0265715,0.0964448,0.0369359,0.0558991,0.0198873,0.0442377,-0.0856938,0.101766,0.0141584,-0.0165613,-0.065575,-0.0108596,-0.0232287,-0.0749769,0.0598131,0.0255246,0.0282139,0.00761955,0.0382083,0.0194272,0.0364612,0.0313845,0.046395,0.0946529,0.0331648,0.0637489,0.0802304,0.0963714,0.00118314,0.0359849,-337335,0.996928
-355735,0.899273,0.237273,4,15,0,355791,-0.00642438,0.999504,-0.00961359,-0.0327999,0.0969259,-0.0149232,-0.00457525,0.0678342,0.021567,-0.0161479,-0.0150552,-0.020313,-0.0723271,-0.0375036,-0.0193178,-0.0143197,-0.000533658,-0.0445991,-0.0380498,-0.0026457,-0.0476036,-0.0735711,-0.112273,-0.0603059,-0.111959,-0.0354599,-0.0363803,-0.0291688,-0.0712134,-0.0220308,-0.0605403,-0.0287231,0.0379469,0.00302723,-0.036627,-0.046549,0.0208752,-0.0510281,0.00291227,0.0205432,-0.109039,-0.00956902,-0.0257422,-0.0488224,-0.0499409,0.050853,-0.109866,-0.054096,-0.0659899,-0.0474384,-0.129096,0.0260692,-0.00365707,-0.00493837,-0.0716464,0.0161006,0.0952146,0.124847,0.0689143,0.0636018,0.0223053,0.0426709,0.087224,0.0290985,0.00701169,0.00191192,0.0114552,0.108667,0.00977294,0.096396,0.0294903,-0.0772575,0.00189808,0.046905,0.0290822,0.0595079,0.0642314,0.0532186,0.0428116,-0.0175606,0.18619,0.0145926,0.124604,-0.0124835,-0.02755,0.0908468,0.0542822,0.0368129,0.0321854,0.0274146,-0.063843,0.0800548,-0.00115214,-0.0316472,-0.0494947,-0.0266083,-0.0163034,0.012657,0.0456757,0.00128994,0.0386565,0.00510653,0.0467795,0.0319152,0.028362,0.03371,0.0732278,0.0628622,0.0498614,0.0763639,0.0656201,0.045453,-0.0108738,0.0331724,-337360,0.997029
-355733,0.994247,0.237273,4,15,0,355793,-0.00714235,0.999594,-0.0479643,-0.0530387,0.0477858,-0.0279785,-0.0024773,0.0422401,0.0259456,-0.0465636,-0.0382964,-0.0321769,-0.0589113,-0.0155702,-0.0173155,-0.013827,-0.0042044,-0.0258084,-0.0173045,0.0148006,-0.0596999,-0.0570035,-0.109951,-0.0422305,-0.0892953,-0.0250883,-0.0627623,-0.00999594,-0.0483512,-0.0128345,-0.023422,-0.039876,0.049799,0.00810597,-0.00830236,-0.0524569,0.00335042,-0.0155634,-0.000900929,0.0412391,-0.0966998,0.00829501,-0.0107863,-0.0636863,-0.0482863,0.0151468,-0.0990429,-0.0425896,-0.0674102,-0.0747373,-0.124126,0.0317329,0.0163315,-0.0168249,-0.052502,0.0193125,0.0841818,0.0968986,0.054693,0.0702191,0.0065343,0.00157869,0.0892993,0.0304172,0.0111856,-0.00135293,0.0309641,0.108657,0.0056258,0.0639145,0.0372792,-0.0677027,0.0110966,0.0556856,0.0253818,0.0664186,0.0456389,0.0133161,0.0511847,-0.00903597,0.201103,-0.030134,0.0925799,0.0015932,-0.0120357,0.100184,0.0565178,0.0249423,0.0085765,0.0245146,-0.0823549,0.0912762,-0.00997235,-0.00970775,-0.0625408,-0.0100005,-0.0412805,-0.0296134,0.00454977,-0.0318689,0.0256188,0.0248349,0.0342763,0.025427,0.0358744,0.0297997,0.0672133,0.0713244,0.0607807,0.0866864,0.0604375,0.0474657,-0.00819331,0.0248638,-337289,0.996727
-355728,0.906896,0.237273,4,15,0,355796,-0.00751727,0.999048,-0.0197049,-0.0373755,0.100333,-0.0246113,0.00344737,0.0687979,0.0375897,-0.00206295,-0.0382967,-0.0419451,-0.0619224,-0.0156935,-0.000739974,-0.0214146,-0.00335112,-0.0371948,0.0177749,0.010114,-0.0278478,-0.0769689,-0.0988634,-0.0496678,-0.102294,-0.0366722,-0.0364219,-0.0308859,-0.0452681,0.00475646,-0.0521133,-0.0402019,0.0439961,0.0320317,-0.0219616,-0.0449621,0.0197998,-0.0449014,0.01395,0.0366403,-0.100384,-0.01922,-0.0194591,-0.0438699,-0.0533172,0.0467663,-0.130702,-0.0500475,-0.0528634,-0.031057,-0.132636,0.0237994,0.0082079,-0.0261479,-0.0618717,0.00611455,0.0776005,0.104351,0.0621243,0.072438,0.00670171,0.0185078,0.0785006,0.0493213,0.00288424,0.0169694,0.0347955,0.123657,0.00118467,0.0758861,0.0144794,-0.0722641,-0.0262559,0.0506569,0.0461929,0.0729438,0.0536067,0.0747011,0.0379092,0.013917,0.172652,0.00151508,0.115458,-0.014449,-0.0478365,0.0875601,0.0520312,0.0504506,0.017287,0.0173335,-0.0631864,0.0804671,0.00236175,-0.0133367,-0.0287306,-0.015437,0.00669511,-0.0198478,0.0368936,0.00156809,0.0567021,0.0125114,0.0589591,0.0299892,0.0382894,0.044494,0.0571337,0.0412183,0.0536327,0.0766787,0.0503327,0.0656841,0.00289865,0.0381028,-337301,0.996781
-355727,0.94165,0.237273,4,15,0,355790,-0.00638223,0.997515,-0.0216231,-0.0393157,0.0853142,-0.0308157,0.000810655,0.0731137,0.0367981,-0.00334746,-0.0276423,-0.0443627,-0.0661554,-0.0105873,-0.00330686,-0.0171709,-0.00288646,-0.0270279,0.0176047,0.00637882,-0.0267126,-0.0691605,-0.116678,-0.0475697,-0.100419,-0.0314308,-0.0348938,-0.0322794,-0.0417982,0.000680943,-0.0495576,-0.0410675,0.0416891,0.0291564,-0.0199406,-0.0485945,0.0102937,-0.0497206,0.0196133,0.0412623,-0.10223,-0.0150083,-0.0174486,-0.0558155,-0.0597817,0.036311,-0.132728,-0.046297,-0.0475282,-0.0328605,-0.133892,0.0264274,0.0137605,-0.0277313,-0.0571379,0.0145423,0.0770414,0.114461,0.0689578,0.0732609,0.00170128,0.0177959,0.080494,0.0547027,-0.000970702,0.0152584,0.0299375,0.129263,0.0018054,0.0757593,0.0175085,-0.0664002,-0.0277391,0.0553467,0.0451762,0.0704232,0.0606736,0.0745552,0.031096,0.0105091,0.180927,-0.000755466,0.123703,-0.0158865,-0.038628,0.0861256,0.0543204,0.0421524,0.00797183,0.0142248,-0.0604651,0.0912585,0.0164578,-0.0170798,-0.0330391,-0.00616669,-0.0107134,-0.013322,0.0451485,-0.0177898,0.057891,0.0293211,0.0634834,0.0186882,0.0382013,0.0514179,0.0487605,0.0484145,0.0567283,0.0660604,0.0581665,0.0719257,-0.0021358,0.0330781,-337320,0.996864
-355728,0.910809,0.237273,4,15,0,355776,-0.00798295,0.997092,-0.010509,-0.0400338,0.0724,-0.0206392,-0.00109596,0.0663077,0.0185646,-0.034937,-0.0517657,-0.0271204,-0.0676861,-0.0046468,-0.0336367,-0.0339512,-0.00927522,-0.0282188,-0.0310128,0.00759403,-0.064314,-0.0686421,-0.102132,-0.0538712,-0.0949123,-0.0195578,-0.0614431,-0.0284482,-0.0632486,-0.02069,-0.0469625,-0.0430444,0.0380017,-0.00288687,-0.00136216,-0.0372826,0.0293038,-0.0176803,0.00376275,0.0224064,-0.0894492,0.00510228,-0.0208047,-0.0522221,-0.0415744,0.0317316,-0.0935698,-0.033346,-0.0678493,-0.0746389,-0.135478,0.0451368,0.0175553,-0.00463682,-0.0855292,0.0178102,0.0795134,0.122214,0.0667433,0.0712683,0.0253622,0.0224024,0.107121,0.00892113,0.0222498,0.00366218,0.0362023,0.0996319,0.0120635,0.0686734,0.0216582,-0.0533943,0.0234681,0.0525351,0.0384096,0.0714752,0.0128554,0.0100811,0.0600423,-0.0121132,0.212167,-0.0195556,0.093594,0.00995545,-0.0147133,0.0932026,0.0511806,0.0512718,0.0319899,0.0455485,-0.0838434,0.0960404,-0.0320644,-0.0224707,-0.0750544,-0.0159026,-0.0481508,-0.0458109,0.03441,0.0598487,0.0179872,0.020563,0.0547673,0.0336662,0.0284481,0.0259204,0.0665543,0.0723057,0.0471098,0.044934,0.0902307,0.0477572,-0.0102972,0.0392918,-337359,0.997031
-355727,0.915278,0.237273,4,15,0,355773,-0.00586237,0.998719,-0.0112233,-0.0386647,0.0806129,-0.0261756,-0.00908285,0.0594435,0.0381544,-0.0193507,-0.0142418,-0.0365526,-0.0566327,-0.0189345,-0.0225671,-0.00952592,-0.00520972,-0.022177,0.0065932,-0.0157385,-0.0459367,-0.0687113,-0.108443,-0.0497649,-0.0946255,-0.0448014,-0.0185989,-0.0295415,-0.0388669,0.00349755,-0.0549709,-0.0409721,0.039075,0.0216797,-0.0225488,-0.0462793,-0.015104,-0.0465533,0.011431,0.035837,-0.105714,-0.00124174,-0.0218961,-0.0484651,-0.0505165,0.0429988,-0.128353,-0.0526611,-0.0499095,-0.0327385,-0.123372,0.0215388,0.0142728,-0.0334583,-0.0505003,0.0123734,0.0730277,0.112017,0.0410214,0.0819163,0.00937676,0.0308088,0.0748427,0.048407,0.00689254,0.0111308,0.0288562,0.120422,0.00351352,0.0648458,0.0229191,-0.084052,-0.0309214,0.0486181,0.0416976,0.0601844,0.0726892,0.067582,0.0126174,0.00285769,0.183756,-0.00763506,0.110948,-0.0184841,-0.0242011,0.0971757,0.0508084,0.0360761,0.0194436,0.0177015,-0.0604206,0.0969951,0.0178931,-0.00927123,-0.056842,-0.0100316,-0.0152868,-0.0347287,0.0601976,0.00377029,0.0784803,0.00513217,0.0367133,0.0265191,0.0304731,0.037407,0.0572378,0.0430464,0.0343692,0.0950797,0.0545249,0.0605023,0.0174667,0.0420111,-337291,0.996741
-355729,1,0.237273,4,15,0,355775,-0.00828416,0.998643,-0.0164572,-0.0403337,0.0687188,-0.01912,-0.00377191,0.0721952,0.017891,-0.0282474,-0.0675207,-0.0320238,-0.072741,-0.00718225,-0.0143858,-0.0255602,-0.00499166,-0.0356338,-0.0252063,0.0224335,-0.0556604,-0.0685323,-0.100862,-0.056497,-0.0952877,-0.0183079,-0.0643236,-0.0253803,-0.0669146,-0.0231689,-0.038982,-0.0339933,0.0381853,0.00198985,-0.00080292,-0.0441152,0.0292297,-0.0181626,-0.000386122,0.026358,-0.0869962,-0.00878616,-0.0201515,-0.0510476,-0.0441576,0.0295364,-0.0956778,-0.0341156,-0.0655522,-0.0780283,-0.138288,0.0493324,0.00776676,-0.00616108,-0.084787,0.0185007,0.0748439,0.115447,0.0719459,0.0678889,0.0234035,0.0228627,0.103735,0.0148876,0.0205334,-0.00270938,0.0384861,0.1063,0.0137791,0.0771539,0.0151058,-0.0477233,0.0233117,0.0513767,0.0469728,0.076321,0.00812583,0.0139663,0.0693835,-0.00275465,0.209947,-0.0187443,0.103581,0.013624,-0.0161358,0.102087,0.0590763,0.0567849,0.0335964,0.0407922,-0.0825895,0.0842909,-0.0145267,-0.0318323,-0.064759,-0.0148058,-0.0191589,-0.0238416,0.0561453,0.0480564,0.0305425,0.0694887,0.0592597,0.0428736,0.0337165,0.0315232,0.0520485,0.0817319,0.0434586,0.0603843,0.0943728,0.0981647,-0.00945819,0.047037,-337359,0.997026
-355749,0.816973,0.237273,4,15,0,355808,-0.00682491,0.998008,-0.0106859,-0.0359801,0.0870866,-0.0376902,-0.0141868,0.0668184,0.0308969,-0.0127216,-0.0237505,-0.0428149,-0.0869398,0.0166394,-0.0377352,0.00127069,-0.00559015,-0.0303064,-0.0085955,-0.00500511,-0.0324628,-0.0551242,-0.0929295,-0.0498017,-0.0921525,-0.0157545,-0.0186359,-0.0127524,-0.0446618,-0.0190888,-0.0434611,-0.00867552,0.0322137,0.00933107,-0.00671065,-0.0483294,-0.0175122,-0.0186944,0.0244839,0.0310495,-0.0999938,-0.00699423,-0.0308555,-0.034183,-0.0623982,0.0610002,-0.13319,-0.0637616,-0.0287741,-0.066268,-0.119015,0.0271453,0.0252285,-0.0108239,-0.0577474,0.0318894,0.0711157,0.120069,0.0496758,0.0871143,0.0124267,0.0175539,0.0721822,0.0503022,-0.00665859,0.0186031,0.0520708,0.108632,0.00711815,0.0670839,0.0214008,-0.0685589,0.0137819,0.0661314,0.0575555,0.0542647,0.0680652,0.0640612,0.0452198,-0.00248007,0.200046,-0.0218441,0.10716,0.00103291,-0.0161385,0.0883815,0.0449929,0.0422081,0.00924017,0.0504129,-0.0845695,0.105812,0.00916771,-0.0294283,-0.0391535,-0.00860316,-0.0561079,-0.0437605,0.0473972,0.0176211,-0.0187522,-0.0122955,0.0844596,0.0289203,0.0246132,0.0189278,0.0643609,0.0468656,0.0383854,0.0480078,0.122171,0.104508,-0.0210415,0.037123,-337309,0.996821
-355736,0.902684,0.237273,4,15,0,355812,-0.00671459,0.99577,-0.0229521,-0.03602,0.0486221,-0.0184428,-0.0155924,0.0639082,0.0211138,-0.0331823,-0.0493087,-0.0402255,-0.0757439,-0.0295574,-0.0164994,-0.0212687,0.0110683,-0.0338591,-0.00486676,-0.00992469,-0.0782688,-0.077029,-0.0981804,-0.0673914,-0.0929892,-0.0292594,-0.0409415,-0.0341015,-0.0686423,-0.0129721,-0.0586039,-0.0628801,0.0344303,0.0091903,-0.00910145,-0.0361418,0.0152885,-0.0290487,-0.0100579,0.0280383,-0.113529,0.00670808,-0.00681667,-0.0518732,-0.0356385,0.021564,-0.109117,-0.0483941,-0.0692921,-0.0695197,-0.143519,0.0354733,-0.00564446,-0.0266058,-0.0825722,0.00955179,0.0721447,0.109589,0.0765133,0.0605214,0.0127136,0.0161675,0.105315,0.0168163,0.0208489,-0.00713724,0.0188723,0.12432,0.0259051,0.0774885,0.0263392,-0.0627117,-0.0152632,0.0476406,0.0304302,0.0834166,0.00559752,0.030906,0.0483021,-0.00136593,0.207663,-0.016462,0.115633,-0.00227422,-0.0390805,0.101326,0.0442061,0.0428937,0.0556926,0.0219347,-0.0651305,0.0808693,-0.0144639,-0.0261961,-0.056581,-0.0203156,-0.0263319,-0.0290898,0.004213,0.0240022,-0.0161932,0.0283683,0.0248169,0.0530697,0.0406799,0.0486793,0.0725626,0.0654016,0.0886645,0.0600845,0.134355,0.0508095,-0.00374292,0.0315829,-337370,0.997072
-355733,0.98205,0.237273,4,15,0,355802,-0.00711577,0.998664,-0.00612152,-0.0578192,0.0910954,-0.0167678,0.00112037,0.057689,0.0360687,-0.0150231,-0.0363309,-0.026665,-0.050873,-0.00291057,-0.0262593,-0.0284935,-0.0143004,-0.0285232,-0.01883,0.00843913,-0.0378646,-0.0660059,-0.124896,-0.0414707,-0.107282,-0.0326534,-0.0564532,-0.0180624,-0.0452111,-0.00646962,-0.0178331,-0.0107187,0.0421244,0.0176596,-0.0147479,-0.045614,0.0137728,-0.0282376,0.0129376,0.0351123,-0.0908884,0.00401759,-0.0294006,-0.0410896,-0.061848,0.0511184,-0.114634,-0.0407965,-0.0516228,-0.045415,-0.121261,0.0276107,0.0289561,-0.00741981,-0.0635532,0.0248255,0.080043,0.128635,0.0427525,0.0871166,0.00507123,0.0234309,0.0744448,0.0410694,-0.00738986,0.0204131,0.0379419,0.111811,-0.0106785,0.06891,0.0149296,-0.0709622,0.0140127,0.0615092,0.0597317,0.0647607,0.0586732,0.060874,0.033394,-0.0071565,0.206109,-0.0217046,0.10197,0.000128915,-0.00633926,0.0886145,0.0369088,0.0415535,0.00507583,0.0247456,-0.0552697,0.0915029,-0.00558552,-0.0288127,-0.0722994,0.00122109,-0.030923,-0.0334533,0.0575364,0.0133963,0.078354,0.0148652,0.150011,0.012467,0.0404955,0.0182001,0.0489932,0.0459555,0.0327963,0.0525596,0.0482481,0.0511105,-0.011643,0.046305,-337321,0.996865
-355735,0.906293,0.237273,4,15,0,355791,-0.0103265,0.998117,-0.0235064,-0.025226,0.0571966,-0.0344747,-0.0130787,0.0736852,0.0215299,-0.0340323,-0.0466877,-0.0441544,-0.0832027,-0.0206074,-0.00767495,-0.00250524,0.00320612,-0.0302831,0.00286323,-0.000128117,-0.0617974,-0.0748389,-0.0838237,-0.0703016,-0.0781374,-0.035697,-0.0310674,-0.0377335,-0.0608006,-0.0143671,-0.0751699,-0.0628112,0.0332045,0.00998951,-0.00597014,-0.042913,-0.00278557,-0.0321267,0.00206553,0.0344179,-0.0999741,-0.0139618,-0.0145219,-0.056684,-0.0367113,0.0233604,-0.113255,-0.0484795,-0.063253,-0.070001,-0.147158,0.0443892,-0.00309028,-0.0307537,-0.074993,0.00336091,0.0658173,0.100688,0.0703053,0.0654801,0.0267779,0.0230826,0.106151,0.0254671,0.0308851,-0.00783334,0.0257305,0.107849,0.0328003,0.0753048,0.0296363,-0.057307,-0.0147496,0.0411263,0.0284633,0.0713986,0.0217328,0.022088,0.0491378,0.00405189,0.193108,-0.0040258,0.113734,-0.00558079,-0.0308939,0.100757,0.0696331,0.0487131,0.0435199,0.0309562,-0.0794678,0.0845975,0.00145312,-0.00101923,-0.0507887,-0.0233317,-0.00572065,-0.0109271,0.0293522,0.0312958,-0.000478012,0.0211717,0.0251031,0.0542334,0.0295271,0.0384916,0.0732398,0.0743074,0.0480377,0.0463117,0.125504,0.0419921,-0.00290665,0.0211841,-337342,0.996958
-355727,0.807997,0.237273,4,15,0,355795,-0.00476204,0.998441,-0.0210226,-0.0374497,0.0614211,-0.0219396,0.00506436,0.0706455,0.0335468,-0.0251551,-0.0303235,-0.0377044,-0.0824911,-0.00917483,-0.0141111,0.00222299,-0.0064635,-0.0383118,-0.00555871,0.0239203,-0.0453914,-0.0545543,-0.0867137,-0.0734683,-0.0721591,-0.0204005,-0.0278549,-0.0167889,-0.0570928,-0.0136198,-0.052357,-0.0449713,0.0393516,0.0109906,-0.022208,-0.0370452,0.0184413,-0.0174061,0.00927541,0.0274865,-0.111173,-0.0258523,-0.0108616,-0.0382259,-0.03464,0.0280444,-0.102767,-0.0340974,-0.0570544,-0.0735995,-0.12035,0.0284443,0.0008231,-0.0488455,-0.0636863,0.004015,0.0640057,0.107894,0.0594054,0.0750433,0.0231055,0.0300639,0.0893511,0.0386363,0.0235085,0.00711746,0.0315995,0.116868,0.0223904,0.0806517,0.0167068,-0.0538446,0.00142331,0.0583562,0.0551876,0.0854979,0.035153,0.0328267,0.0453569,-0.00303922,0.199455,-0.0144528,0.109475,0.0128952,-0.0159891,0.108732,0.0615514,0.0452943,0.0176963,0.031011,-0.0609896,0.0818064,-0.0192798,-0.0137262,-0.0566738,0.00417951,-0.0128544,0.00403879,0.0270361,0.0122511,0.00373529,0.00386859,0.0585535,0.0270853,0.0224299,0.0359794,0.0452079,0.103028,0.0407197,0.0585716,0.109151,0.0941691,-0.00902598,0.0192023,-337317,0.996849
-355729,0.613867,0.237273,4,15,0,355788,-0.00664145,0.999245,-0.012161,-0.0362432,0.0885972,-0.0165756,-0.0143466,0.0540081,0.022477,-0.0194748,-0.0522887,-0.0319011,-0.0524114,-0.0192188,-0.0270483,-0.0370914,-0.0169082,-0.0239809,-0.0192288,-0.0190339,-0.0493276,-0.0902156,-0.128521,-0.0409477,-0.118908,-0.0390558,-0.0573226,-0.0303603,-0.0415154,-0.0104381,-0.0397612,-0.0297398,0.0496416,0.019055,-0.00971411,-0.0486707,0.0132735,-0.0449754,0.00542475,0.0372622,-0.0833946,0.0192312,-0.0347363,-0.0577103,-0.0499364,0.0491477,-0.121067,-0.058431,-0.0559131,-0.036962,-0.146089,0.0417242,0.0247839,0.00733237,-0.0789013,0.0224929,0.087969,0.11862,0.0480554,0.0674107,0.00964646,0.020838,0.0900441,0.0203249,0.00621451,0.0087672,0.0276093,0.11159,-0.000621898,0.0642249,0.0228376,-0.0825106,0.0049615,0.0450808,0.0430456,0.0595892,0.0592583,0.0490872,0.036433,0.000244142,0.203707,-0.029448,0.111154,-0.0209134,-0.0260247,0.085425,0.0497856,0.0457929,0.0291715,0.0245289,-0.0825969,0.0947937,0.0168684,-0.0234957,-0.034283,-0.0296945,-0.0352782,-0.053582,0.0566429,0.00760817,0.00987485,0.0271177,0.0345546,0.0142618,0.0740377,0.0471634,0.0707606,0.0393075,0.0376839,0.0581736,0.105322,0.0597465,0.0103053,0.0500589,-337350,0.996988
-355724,0.999659,0.237273,4,15,0,355781,-0.00726995,0.998644,-0.0260878,-0.0395118,0.0604452,-0.0126549,-0.00696813,0.0738223,0.0315809,-0.0216737,-0.0401834,-0.0396743,-0.0634553,-0.0247606,-0.0217126,-0.020052,-0.00752282,-0.0452429,-0.0260674,-0.0182954,-0.0528837,-0.0867444,-0.105921,-0.0511032,-0.0915132,-0.0371665,-0.0389782,-0.0326787,-0.04549,-0.00370629,-0.0387636,-0.0654587,0.0397907,0.0249241,-0.0113186,-0.0450761,-0.021335,-0.0337027,0.0179965,0.0346811,-0.11011,-0.0116135,-0.0332751,-0.0500307,-0.04097,0.0248672,-0.10849,-0.0580839,-0.0561004,-0.0337625,-0.139518,0.0353779,0.00444512,-0.0191694,-0.0792526,0.00012967,0.0764802,0.125939,0.0489878,0.0663956,0.0147744,0.0383272,0.0916013,0.0194173,0.0067163,-0.00622539,0.0141094,0.106575,0.0220016,0.071543,0.0285431,-0.0522878,-0.00319683,0.0565558,0.0361015,0.0706761,0.047323,0.0507485,0.0503598,0.00139054,0.210949,-0.0398324,0.12032,-0.0121629,-0.0338346,0.0971646,0.0384341,0.0393277,0.0226961,0.038929,-0.0927373,0.109283,-0.00622343,-0.0345306,-0.0497479,-0.0311227,-0.0122721,-0.0297094,0.0503845,0.00391322,0.0465025,0.0224307,0.0524649,0.0133069,0.0769216,0.0302481,0.0500051,0.0891426,0.0349547,0.0819559,0.0582783,0.0557641,-0.0115442,0.0248888,-337345,0.996967
-355721,0.755179,0.237273,4,15,0,355773,-0.00758463,0.995875,-0.0055981,-0.0410064,0.0820023,-0.0345011,-0.00947531,0.0520213,0.023236,-0.0255882,-0.0429817,-0.0281685,-0.0695322,-0.00394484,-0.0159704,-0.0177649,-0.00939385,-0.0119991,0.00218944,0.0204332,-0.0509736,-0.0562881,-0.109719,-0.0540404,-0.0977843,-0.0297839,-0.0480688,-0.0196811,-0.0633079,-0.0170873,-0.0508998,-0.00707469,0.0314904,0.00115784,-0.0139323,-0.0449914,0.02857,-0.0262117,-0.00338146,0.032567,-0.081599,0.00461624,-0.00830906,-0.0470253,-0.057032,0.0490155,-0.115972,-0.0292899,-0.0534201,-0.0712672,-0.117887,0.0315096,0.0185416,-0.019664,-0.0534141,0.0241471,0.0726761,0.101421,0.0607692,0.079847,0.0127823,0.0085651,0.0875667,0.0407454,0.015969,0.0158418,0.0547327,0.125495,-0.00456204,0.0728606,0.011372,-0.0822545,-0.000108962,0.0433704,0.0525008,0.062822,0.0346285,0.0328938,0.0316234,-0.00274453,0.190314,0.00291139,0.095693,0.00841154,-0.00557742,0.0893664,0.0645072,0.0494313,0.0246861,0.0172762,-0.0496265,0.0653869,0.0250912,-0.0139423,-0.0630569,-0.00560717,-0.0336262,-0.0224837,0.0409597,0.0212751,-0.00933189,0.0179341,0.0443896,0.0190351,0.0184175,0.0257343,0.0602499,0.0460443,0.0447597,0.0520681,0.125248,0.051002,-0.0155193,0.0408023,-337290,0.996742
