# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = hreg_model
# start_datetime = 2025-05-11 21:47:17 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmppgg4k5mb/5vk7soz6.json
# init = 2 (Default)
# random
#   seed = 44119
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den_nNone/h-sems.h-nonsems/hreg-20250511164716_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,beta.1.5,beta.2.5,beta.3.5,beta.4.5,beta.5.5,beta.6.5,beta.7.5,beta.8.5,beta.9.5,beta.1.6,beta.2.6,beta.3.6,beta.4.6,beta.5.6,beta.6.6,beta.7.6,beta.8.6,beta.9.6,beta.1.7,beta.2.7,beta.3.7,beta.4.7,beta.5.7,beta.6.7,beta.7.7,beta.8.7,beta.9.7,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,mu_beta.5,mu_beta.6,mu_beta.7,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,sigma_beta.5,sigma_beta.6,sigma_beta.7,log_p
-18542.8,0.887636,0.311303,4,15,0,18580,-0.0110363,0.973954,0.135283,-0.032164,0.253183,0.105817,0.347118,0.14473,0.0289942,0.110623,0.226077,0.142632,-0.0477684,0.064043,0.0390792,-0.0103447,0.15871,0.0786445,0.153701,0.158269,-0.0481625,-0.0120941,-0.0892357,-0.147848,-0.000582887,-0.0264382,-0.0699337,-0.00283502,0.0268815,0.0630947,0.0695262,0.0614617,0.0306866,-0.0135264,-0.00261265,0.0542619,0.0146591,-0.0459797,-0.00825474,0.0941181,0.0290091,-0.101256,0.00796283,-0.0174638,-0.0619282,0.174387,-0.0398442,0.0307694,0.0125622,-0.0111611,0.0274345,0.0935278,0.00725478,0.22677,-0.04897,0.0850491,-0.0097972,-0.0421852,0.0606503,0.0780075,-0.0728091,-0.00329756,-0.0678894,-0.12151,-0.0112587,0.160444,0.0730884,-0.0467134,0.011914,-0.0122965,0.00866508,-0.0092127,0.136316,0.106819,0.0444997,0.0442744,0.0807547,0.0722721,0.141125,-19355.2
-18544.5,0.785642,0.311303,4,15,0,18586.3,-0.00116549,0.959796,0.108711,-0.0317922,0.252242,0.0988855,0.32113,0.139466,0.04561,0.0834426,0.22359,0.157309,-0.051676,0.0990961,0.0313137,-0.00149972,0.169873,0.102992,0.166763,0.189554,-0.0331588,-0.061213,-0.138993,-0.174719,-0.0142535,-0.0559021,-0.0790302,-0.012334,-0.00789364,0.0677353,0.0777477,0.0586984,0.027044,0.0228588,-0.021091,0.0470499,0.00702968,-0.0346843,-0.02328,0.117219,0.0605037,0.0419801,0.017324,-0.0160066,-0.0698723,0.0488744,-0.0258156,0.0182738,0.0204846,-0.0709608,-0.00827336,0.047962,0.00453965,0.211867,-0.00180201,0.0851988,-0.0425651,-0.0166714,0.0934948,0.0735569,-0.0478,0.0469454,-0.0430755,-0.115982,-0.0331082,0.120937,0.115255,-0.0786734,0.019352,0.0538224,0.0688685,-0.010998,0.112201,0.0729121,0.0927452,0.0699816,0.0919506,0.139238,0.0579619,-19387.4
-18544.1,0.807624,0.311303,4,15,0,18581,-0.00109277,0.960926,0.113437,-0.0411117,0.251435,0.105979,0.302158,0.132253,0.0351668,0.0975893,0.23796,0.15646,-0.0516833,0.109548,0.0387311,-0.0177674,0.17921,0.0883286,0.17852,0.186429,-0.0238996,-0.0688938,-0.127813,-0.180291,-0.0160558,-0.0567183,-0.0776126,0.00379454,-0.00380756,0.063158,0.0709559,0.0474178,0.0210952,0.00203592,-0.00486065,0.0504297,-0.000772505,-0.0312697,-0.00925304,0.118182,0.0396606,-0.0111429,0.0191104,-0.0269443,-0.0787252,0.102429,-0.0289525,0.0255749,0.0121952,-0.072127,-0.0085141,0.0531735,0.000409357,0.214873,-0.0304842,0.100288,-0.0377581,-0.027087,0.101429,0.0762201,-0.0478263,0.0411114,-0.0702786,-0.122453,-0.0170187,0.0955956,0.105159,-0.0558502,0.017925,0.041694,0.0681313,-0.0251872,0.144503,0.0844883,0.075977,0.0497653,0.0626728,0.143571,0.0500017,-19386.1
-18559.8,0.666366,0.311303,4,15,0,18592.5,-0.0113309,0.969907,0.134038,-0.0400835,0.240533,0.0762558,0.338881,0.152115,0.0108785,0.0745616,0.235772,0.140298,-0.07956,0.115564,0.0654116,0.00274686,0.161892,0.0994761,0.157939,0.160718,-0.0200617,-0.0441306,-0.106344,-0.166533,-0.00209849,-0.0398339,-0.07409,-0.0334152,0.0246384,0.0521629,0.0738878,0.0620025,-0.00785703,0.00299319,0.00102787,0.038175,0.000240191,-0.0202382,-0.00513469,0.110141,0.0670634,0.0425749,0.0173306,-0.0182965,-0.0288874,0.0406843,-0.0452787,0.0211436,0.024067,-0.0760447,-0.00465968,0.0722068,-0.0102211,0.186922,-0.0105767,0.0905663,-0.0451875,-0.0352519,0.0884684,0.110635,-0.0600698,0.0297466,-0.0478916,-0.133546,-0.0318298,0.093782,0.0928433,-0.0525324,-0.0229545,0.00165338,0.0956493,0.0557599,0.124583,0.073953,0.0632195,0.0494348,0.0493726,0.102017,0.0944305,-19370
-18557.8,0.900033,0.311303,4,15,0,18603.3,-0.00939942,0.968901,0.122585,-0.0628677,0.266662,0.144165,0.347301,0.150331,0.0396592,0.125755,0.246379,0.148015,-0.0691518,0.0534715,0.0200815,-0.0113661,0.152213,0.0926448,0.166368,0.187127,-0.0518778,-0.0245581,-0.100233,-0.133868,-0.0182559,-0.0249259,-0.0578497,-0.0210783,0.0200541,0.0610627,0.0803081,0.0632814,0.0465251,0.0104955,0.000240773,0.0640433,-0.0182284,-0.0308747,0.0028533,0.0793398,0.0187388,-0.0219306,0.0168261,0.00705854,-0.0624466,0.172932,-0.000502475,-0.00479743,0.0361267,-0.00408632,0.0159734,0.055924,-0.0268465,0.224664,-0.0300024,0.0844747,-0.0175559,-0.0543776,0.0309883,0.0624179,-0.0609698,0.00526751,-0.064839,-0.109683,-0.0395253,0.161192,0.0753962,-0.0692397,0.0737492,-0.00854424,0.0242954,-0.00676278,0.0909818,0.0926615,0.0935164,0.151944,0.0574576,0.144754,0.0809008,-19385.8
-18549.1,1,0.311303,4,15,0,18584.5,-0.0100642,0.964693,0.122291,0.00333314,0.25039,0.0679718,0.337237,0.140974,0.0336374,0.0713885,0.220325,0.141741,-0.039429,0.0934545,0.0535814,-0.0127875,0.160265,0.0949904,0.16036,0.175974,-0.0327488,-0.0633388,-0.137221,-0.180777,0.0137422,-0.04654,-0.0851725,-0.0105032,0.0159746,0.0818892,0.0787152,0.064294,0.0179039,-0.0162812,-0.00462793,0.054928,0.00453711,-0.0552428,-0.0169025,0.106815,0.0562756,-0.0610558,0.030205,-0.0233359,-0.0776664,-0.0104307,-0.0236749,0.0176032,-0.0110735,-0.0407387,0.00702249,0.0797602,0.00321826,0.216117,-0.0114523,0.10605,-0.0308947,-0.0350826,0.0729094,0.0824609,-0.0742472,0.0126334,-0.0392409,-0.159596,-0.027456,0.143878,0.0928285,-0.0383173,0.0220963,0.042773,0.0488978,0.00217895,0.18641,0.071544,0.0501755,0.0289836,0.0718895,0.0569574,0.0901066,-19386.2
-18559.1,0.924967,0.311303,4,15,0,18591.4,-0.00626886,0.970155,0.132365,-0.0640351,0.250436,0.109343,0.357325,0.15817,0.01222,0.136481,0.214744,0.136712,-0.0450041,0.0717201,0.0405704,0.00710926,0.168438,0.0826079,0.155501,0.193381,-0.0369034,-0.0522027,-0.0814059,-0.159387,-0.0186772,-0.0441457,-0.0582356,-0.039585,0.0091776,0.0500154,0.094568,0.0601591,0.0582807,0.00963606,-0.0299225,0.0638144,-0.0117346,-0.0366538,-6.21824e-05,0.0602469,0.0166611,0.0262519,0.01783,-0.00992321,-0.0309777,-0.00584804,0.000748562,0.0267215,0.0151367,-0.0581381,-0.0337111,0.0479086,0.00626145,0.209181,-0.0233335,0.0934788,-0.0352776,-0.0120141,0.0770339,0.0892913,-0.0826529,0.0249739,-0.102062,-0.0763089,-0.0528765,0.230468,0.105832,-0.072572,0.029456,0.0106575,0.0127628,-0.0251806,0.15992,0.0736614,0.0769995,0.140461,0.0436497,0.128992,0.0647304,-19383.3
-18564.9,0.926478,0.311303,4,15,0,18599,-0.00976138,0.97077,0.130661,-0.0297145,0.234746,0.126558,0.3277,0.138041,0.0120411,0.113496,0.227921,0.135473,-0.086054,0.0958965,0.0416851,0.0121073,0.182598,0.0604631,0.163042,0.152222,-0.0280025,-0.0338626,-0.0993654,-0.159247,-0.00831472,-0.0290455,-0.0651209,-0.00326003,0.00435626,0.0709132,0.10195,0.00216038,-0.000119796,0.000311803,-0.00839359,0.0483529,0.0049105,0.00626215,-0.0079945,0.115623,0.0343485,-0.0767188,0.00185825,0.0115253,-0.0722399,0.0581974,-0.0354841,0.0125519,0.00683906,-0.015233,0.0322399,0.0717138,-0.0416328,0.202557,-0.0317035,0.0990291,-0.0353452,-0.0457058,0.0507419,0.0665983,-0.0456786,0.000230333,-0.00958876,-0.163353,-0.047062,0.208523,0.0654968,-0.0482682,-0.0247999,-0.024971,0.041405,-0.0537501,0.114186,0.0871229,0.0776388,0.0501788,0.0588519,0.130675,0.0673274,-19358.2
-18561.3,0.979319,0.311303,4,15,0,18599,-0.00780445,0.96285,0.114164,-0.0356046,0.259219,0.0884991,0.333572,0.141125,0.0447497,0.0944809,0.261171,0.147479,-0.0147538,0.0800791,0.0316846,-0.00310345,0.14829,0.132826,0.149282,0.18695,-0.064383,-0.0593589,-0.158931,-0.158615,0.00749028,-0.0526811,-0.0806715,-0.0327533,0.0284699,0.0811569,0.0644715,0.090474,0.0580668,-0.00911598,0.00814131,0.0582342,-0.0195643,-0.100818,-0.0177253,0.121799,0.0541349,0.0713745,0.0109511,-0.0127474,-0.0586786,0.0918071,-0.0212293,0.00119336,-0.0152968,-0.0372489,0.00281895,0.0677288,-0.0157524,0.235594,-0.00363416,0.0939413,-0.0178866,-0.0639822,0.0529267,0.0803346,-0.0571543,0.00858535,-0.0933579,-0.104232,-0.0518701,0.0687332,0.100216,-0.0605636,0.0627235,0.0409461,0.0366364,0.00294052,0.151966,0.0782962,0.0612684,0.0790569,0.107252,0.072798,0.0601746,-19405.5
-18557,0.948947,0.311303,4,15,0,18601.7,-0.00907422,0.970993,0.124357,-0.0208708,0.237329,0.123389,0.330953,0.153147,0.000745966,0.108756,0.237069,0.145036,-0.0762895,0.0997675,0.0465885,-0.00459479,0.19384,0.0635012,0.155257,0.181247,-0.00106296,-0.050713,-0.0928803,-0.156948,-0.00788248,-0.00383898,-0.0480776,-0.0119169,-0.00891028,0.0722888,0.0875156,0.047425,0.0255268,0.022551,-0.0130401,0.0432815,0.0218644,-0.000512357,-0.0210628,0.0871143,0.0185425,-0.0513874,0.00513744,-0.0187289,-0.0486729,0.107537,-0.047996,0.0290009,0.0213721,-0.0699957,0.0031824,0.0488268,-0.00296171,0.206251,-0.051565,0.109831,-0.0441456,-0.0354309,0.117466,0.0597653,-0.0593752,-0.0054132,-0.0696583,-0.140195,-0.0311943,0.219533,0.10189,-0.0125958,0.0286955,0.00153414,0.0479495,-0.0267554,0.112751,0.0835778,0.0894461,0.0477916,0.0461037,0.119573,0.0980337,-19370.9
-18547.9,0.933611,0.311303,4,15,0,18591.6,-0.00561419,0.973075,0.111047,-0.0238977,0.242395,0.0991028,0.324573,0.178211,0.0280103,0.0892801,0.232553,0.147423,-0.057585,0.0676529,0.0149778,-0.0204171,0.163212,0.0889989,0.158374,0.191828,-0.063023,-0.0449975,-0.125258,-0.161414,-0.0170614,-0.050148,-0.0735239,-0.061472,0.0156004,0.0651206,0.0668322,0.0358342,0.030854,-0.0098743,0.0104369,0.0411229,-0.0189801,-0.0149929,-0.000618638,0.103617,0.0522584,-0.0142686,0.0238569,-0.00168552,-0.0504731,0.1457,0.00189332,0.00336502,0.040163,0.00562893,0.00415087,0.0883173,-0.0138036,0.200575,0.0207033,0.0784513,-0.00561596,-0.0460622,0.0323294,0.0663963,-0.0512423,0.0345185,-0.0388332,-0.0898596,-0.059958,0.137124,0.0973681,-0.061972,0.00494849,0.0409425,0.0404118,-0.0320207,0.157419,0.0775802,0.0575947,0.0594763,0.0513586,0.0560968,0.0695835,-19350
-18549.9,0.845236,0.311303,4,15,0,18586.8,-0.0111442,0.960499,0.118323,-0.0460236,0.273034,0.0997456,0.357241,0.121994,0.0220127,0.123681,0.255292,0.1581,-0.0388959,0.0962738,0.0602407,-0.00456101,0.164018,0.09735,0.158455,0.15255,-0.0378419,-0.0327274,-0.121872,-0.162811,0.00982922,-0.0260805,-0.0687194,0.0427852,0.0189283,0.0751945,0.0837986,0.0681558,0.0214408,0.0175967,-0.0164058,0.0544399,0.0160575,-0.0565697,-0.0130897,0.0903411,0.0549484,-0.0553533,0.0117924,-0.0195301,-0.0819876,0.0500462,0.00384662,0.0243913,-0.00167303,-0.103213,0.0227319,0.0356996,0.00525732,0.240238,-0.0405775,0.105825,-0.0426173,-0.0405162,0.0729627,0.0872303,-0.066088,-0.0141617,-0.0729348,-0.169117,-0.0518733,0.215989,0.0628863,-0.0443707,0.0324187,0.00651138,0.0281578,-0.00330753,0.142026,0.0957736,0.0655525,0.0366166,0.0616621,0.119495,0.0822099,-19422.9
-18550.6,0.837827,0.311303,4,15,0,18591.4,-0.00836589,0.969769,0.11693,-0.00471587,0.231159,0.111402,0.325629,0.158686,0.0385928,0.0870052,0.209677,0.12926,-0.0470226,0.0755835,0.0109714,-0.0202937,0.156785,0.079629,0.176645,0.188534,-0.0569938,-0.0673277,-0.117666,-0.156889,0.00779755,-0.0655226,-0.0798718,-0.0775198,0.003509,0.0673831,0.0564076,0.0661795,0.038796,-0.0219261,0.0100515,0.0518317,-0.0120976,-0.0308306,-0.00454533,0.0909646,0.00984487,0.0121446,0.0153099,0.00291222,-0.0396095,0.0924142,-0.0344821,0.0235729,0.0466051,0.00362624,0.00342079,0.0771376,-0.0146558,0.196044,0.00129756,0.0513333,-0.0254442,-0.0330826,0.0565552,0.080213,-0.0434221,0.0273557,-0.0555867,-0.0652028,-0.00652452,0.107651,0.105844,-0.103569,0.00792616,0.00686197,0.0591242,-0.0122359,0.231885,0.0967382,0.0560886,0.0594059,0.0507139,0.0641872,0.0482282,-19334.3
-18544.4,0.948142,0.311303,4,15,0,18579.9,-0.00789861,0.963281,0.121813,-0.0531928,0.245708,0.104229,0.3323,0.143677,0.033407,0.11359,0.255228,0.155824,-0.0352218,0.0796261,0.0465237,-0.0058515,0.171141,0.0879069,0.152499,0.154545,-0.0242519,-0.0378463,-0.0994947,-0.166888,-0.00336131,-0.0127555,-0.0654991,0.0422064,0.0298621,0.0750459,0.10484,0.0468204,0.0169976,0.0160648,-0.0132647,0.0521246,0.0374996,-0.0301979,-0.0185457,0.0913046,0.0614778,-0.0180476,0.0147614,-0.00902872,-0.0827136,0.0467863,-0.0224768,0.013949,0.00420167,-0.0656243,0.0119308,0.0384253,0.0146503,0.238292,-0.0244085,0.115285,-0.0451756,-0.0391854,0.0783572,0.0676437,-0.0596993,-0.0157389,-0.0618503,-0.181623,-0.0588643,0.164424,0.0975224,-0.0582126,0.013299,-0.0211188,0.0693576,-0.0517039,0.183404,0.0772056,0.0881344,0.0404463,0.0612914,0.0980887,0.0894299,-19393.5
-18545,0.785571,0.311303,4,15,0,18584.2,-0.00900076,0.968414,0.122346,-0.0217328,0.264796,0.10278,0.328471,0.147217,0.044237,0.0711538,0.26001,0.148789,-0.0392768,0.0983179,0.0378395,0.00210443,0.159869,0.1098,0.183044,0.168268,-0.0353048,-0.0610603,-0.129809,-0.159508,-0.006556,-0.0558882,-0.0702507,-0.00259418,0.0228382,0.0489058,0.0557338,0.0741113,0.0412933,-0.0105551,0.00975382,0.0521742,-0.0444884,-0.0388402,0.0104288,0.112449,0.0330367,0.00589921,0.0174711,0.00745203,-0.028385,0.0785004,-0.0378371,0.0253581,-0.00230345,-0.054786,0.0186561,0.0761984,-0.0534309,0.200424,-0.0067986,0.0668218,-0.0449245,-0.0362147,0.0648337,0.0833992,-0.06157,0.0264677,-0.0682918,-0.126662,-0.018919,0.101382,0.0844343,-0.0507253,0.0401317,0.0249327,0.0416474,0.0401446,0.139084,0.0732071,0.0791516,0.0399408,0.0571952,0.107908,0.10779,-19366.3
