# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-05-11 17:32:03 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmphuzpabp2/xb7_vlkz.json
# init = 2 (Default)
# random
#   seed = 92747
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_asym_nNone/sems.nonsems/multireg-20250511123203_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,log_p
-19333.1,0.678377,0.621446,3,7,0,19339.8,-0.0279599,0.152986,0.135405,0.0835266,-0.0286956,-0.0205279,-0.0220401,-0.0751295,0.981608,0.137656,0.130514,0.0798717,-0.0252068,-0.0027411,-0.0121668,-0.0787631,-18714.1
-19335.3,0.812534,0.621446,2,3,0,19337.5,-0.0267327,0.14619,0.141259,0.0869854,-0.0305299,-0.0220001,-0.0315875,-0.0710837,0.984466,0.129806,0.135544,0.0844204,-0.0262406,-0.00382823,-0.0225259,-0.0745217,-18717.7
-19334.7,0.575615,0.621446,2,3,0,19345,-0.0261143,0.1437,0.123949,0.0905379,-0.0309184,-0.0206474,-0.0295548,-0.0779684,0.984716,0.128938,0.118029,0.0870401,-0.0267627,-0.00131049,-0.0194827,-0.0817393,-18718.7
-19335.6,0.950988,0.621446,3,7,0,19338.2,-0.0193132,0.157371,0.14311,0.0919029,-0.0214869,-0.0139653,-0.0235364,-0.0763861,0.977801,0.141188,0.137763,0.0872656,-0.018068,0.00439368,-0.0135273,-0.0800804,-18710.5
-19336.1,0.993144,0.621446,3,7,0,19338.3,-0.0214762,0.143445,0.122438,0.0850247,-0.0316954,-0.023039,-0.0268223,-0.0757506,0.987438,0.129125,0.116992,0.0818921,-0.0277139,-0.00455265,-0.0169874,-0.0794143,-18719.9
-19333.4,0.973168,0.621446,3,7,0,19339,-0.0197298,0.153126,0.136793,0.0916397,-0.0198564,-0.0207558,-0.0300775,-0.0782509,0.977731,0.137245,0.130933,0.0877018,-0.0155989,-0.00129558,-0.0199797,-0.0820354,-18713.5
-19335.8,0.528332,0.621446,2,3,0,19342.4,-0.0208093,0.164173,0.128482,0.0930763,-0.0239088,-0.0238671,-0.0256466,-0.0762894,0.981253,0.150934,0.122788,0.0896101,-0.0199535,-0.00543868,-0.0157061,-0.0799791,-18710.4
-19339.1,0.736775,0.621446,3,7,0,19344.3,-0.0231184,0.164097,0.132824,0.0979555,-0.0267366,-0.022844,-0.0336184,-0.0758941,0.988384,0.150368,0.126323,0.0949197,-0.0221638,-0.00344425,-0.0239408,-0.0795646,-18711.1
-19340,0.986785,0.621446,3,7,0,19344.7,-0.0195679,0.135797,0.132377,0.080119,-0.0257139,-0.0141696,-0.0167214,-0.0755803,0.976856,0.119036,0.128027,0.0754271,-0.022893,0.00313842,-0.00664662,-0.0792357,-18722.5
-19337.3,1,0.621446,3,7,0,19344.5,-0.0231685,0.162739,0.134065,0.102229,-0.0262778,-0.0198627,-0.0264395,-0.0753717,0.980099,0.148541,0.127878,0.0986146,-0.022428,-0.00144404,-0.0166472,-0.079017,-18710.2
-19337.9,0.989835,0.621446,3,7,0,19342.5,-0.0280848,0.158626,0.132029,0.102845,-0.0255122,-0.0176111,-0.0224387,-0.0829039,0.983582,0.143301,0.126075,0.0980001,-0.0219822,0.00186634,-0.0114946,-0.0869135,-18712.6
-19336.2,0.943659,0.621446,3,7,0,19344.1,-0.015498,0.15544,0.132807,0.0894712,-0.0320793,-0.010539,-0.0295939,-0.0772929,0.974956,0.140952,0.127005,0.0851077,-0.0283124,0.00885349,-0.0196168,-0.0810311,-18709.7
-19334.7,0.987473,0.621446,3,7,0,19338.9,-0.0219513,0.144369,0.130151,0.0892335,-0.0180584,-0.0204886,-0.0174003,-0.075185,0.986324,0.128659,0.125294,0.0849335,-0.0149144,-0.00329084,-0.00739823,-0.0788213,-18719.2
-19335.4,0.864254,0.621446,3,7,0,19340.4,-0.0187849,0.148732,0.134154,0.0880228,-0.0351419,-0.0192847,-0.0315481,-0.0802774,0.975522,0.132732,0.128291,0.0844072,-0.0308574,0.000806502,-0.0212069,-0.08416,-18715.1
-19335.6,0.994194,0.621446,3,7,0,19338,-0.0220499,0.150962,0.131372,0.0899485,-0.0175669,-0.0174673,-0.0186182,-0.0716902,0.989837,0.13634,0.126403,0.0857611,-0.0144767,-0.000767879,-0.00913393,-0.0751575,-18715.7
-19333.4,0.93414,0.621446,3,7,0,19338,-0.0205017,0.153238,0.132976,0.0846254,-0.0232557,-0.0231602,-0.020349,-0.0736014,0.987325,0.138364,0.128154,0.0810923,-0.0198069,-0.00595298,-0.0106441,-0.077161,-18715
-19333.5,0.997075,0.621446,3,7,0,19335.8,-0.0199596,0.146946,0.132514,0.0954789,-0.0299142,-0.0133515,-0.0301722,-0.0783234,0.977805,0.13125,0.126366,0.0912278,-0.02597,0.00627366,-0.0200668,-0.0821115,-18714
-19335.5,0.888073,0.621446,3,7,0,19337.2,-0.0158824,0.155508,0.133288,0.0914799,-0.0318361,-0.0120365,-0.0327678,-0.0764116,0.976492,0.141071,0.127158,0.0874947,-0.0277555,0.00755977,-0.022996,-0.0801072,-18709.8
-19340.4,0.772043,0.621446,2,3,0,19342,-0.0136959,0.154592,0.138989,0.0880393,-0.0351356,-0.0082968,-0.0330341,-0.0722139,0.974835,0.139821,0.13306,0.0842743,-0.0312424,0.010548,-0.023853,-0.0757065,-18710.3
-19340.4,1,0.621446,3,7,0,19345.9,-0.0275851,0.145069,0.126729,0.0881955,-0.0173916,-0.0286186,-0.0177738,-0.0800627,0.990205,0.129183,0.121872,0.0841604,-0.013845,-0.0105297,-0.00710313,-0.0839349,-18723.6
-19340.3,1,0.621446,3,7,0,19344.4,-0.0124421,0.154864,0.138435,0.0925711,-0.0353479,-0.00812933,-0.032589,-0.0718389,0.975566,0.140184,0.132298,0.0888238,-0.0315044,0.0105845,-0.0234484,-0.0753134,-18710.1
-19333.3,1,0.621446,2,3,0,19342,-0.0178427,0.154089,0.130869,0.0875176,-0.0232865,-0.0168792,-0.0295503,-0.0827123,0.978234,0.138905,0.125186,0.0828391,-0.0191753,0.0034942,-0.0188183,-0.0867126,-18711.9
-19338.1,0.6358,0.621446,2,3,0,19340.7,-0.0112362,0.144034,0.124952,0.0937464,-0.0332176,-0.0217889,-0.0339041,-0.0720379,0.986352,0.129929,0.118558,0.0912845,-0.02874,-0.00311847,-0.0247702,-0.0755219,-18718.8
-19336.2,0.98571,0.621446,3,7,0,19343,-0.0237776,0.149457,0.135651,0.0875842,-0.0177589,-0.017855,-0.01227,-0.0724718,0.982064,0.133722,0.131306,0.0830637,-0.0151814,-0.00182595,-0.00251143,-0.0759769,-18716.7
-19332,0.958088,0.621446,2,3,0,19337.9,-0.019554,0.151251,0.129445,0.0920213,-0.0302155,-0.0200925,-0.029903,-0.0768782,0.979048,0.136581,0.123476,0.0885745,-0.0260623,-0.000922328,-0.0199916,-0.0805964,-18713.4
-19332.1,0.538317,0.621446,3,7,0,19341.2,-0.0195923,0.147786,0.135965,0.0896309,-0.0230932,-0.0165427,-0.0202776,-0.0759712,0.986314,0.131618,0.130906,0.0851999,-0.019866,0.00126157,-0.0102413,-0.0796455,-18715.2
-19334.1,0.907812,0.621446,3,7,0,19335,-0.0185062,0.141621,0.135807,0.0838527,-0.024397,-0.0197203,-0.0203999,-0.0743422,0.986001,0.124991,0.131038,0.0799537,-0.021068,-0.00229135,-0.0105933,-0.0779378,-18719.4
-19335.3,0.895385,0.621446,3,7,0,19338.5,-0.0204224,0.156608,0.137091,0.0984131,-0.0261327,-0.014815,-0.0264597,-0.0808142,0.976533,0.140746,0.131116,0.0937215,-0.0223977,0.00480959,-0.0159111,-0.0847227,-18710.8
-19334.9,0.805935,0.621446,3,7,0,19341.5,-0.0207841,0.144623,0.128542,0.0811156,-0.0263045,-0.0223657,-0.0245833,-0.0718478,0.98782,0.129921,0.123542,0.078004,-0.0225644,-0.00495246,-0.0152327,-0.0753226,-18718.9
-19334.8,0.972308,0.621446,3,7,0,19339,-0.0176105,0.148412,0.12515,0.085608,-0.0276604,-0.0222845,-0.0316323,-0.0689955,0.98567,0.135178,0.119369,0.0831758,-0.0233713,-0.00453782,-0.0228623,-0.0723324,-18716.4
-19334.6,0.947754,0.621446,3,7,0,19338.6,-0.0232452,0.151458,0.140073,0.0956842,-0.0252417,-0.014951,-0.0191292,-0.0829781,0.980456,0.134091,0.134804,0.0903996,-0.0220886,0.00416228,-0.00808847,-0.0869912,-18713.8
-19333.9,0.927259,0.621446,3,7,0,19337.6,-0.0182559,0.149215,0.125345,0.0856487,-0.0275988,-0.0222391,-0.0310003,-0.0699179,0.983965,0.135908,0.11961,0.083083,-0.0233524,-0.00438539,-0.0220854,-0.0732995,-18715.7
-19334.4,0.696656,0.621446,3,7,0,19341.9,-0.0262659,0.147306,0.129581,0.0977404,-0.0217524,-0.0151582,-0.026193,-0.0831395,0.982134,0.131305,0.123606,0.0926464,-0.0179768,0.00489937,-0.015314,-0.0871605,-18715.9
-19332.7,0.510221,0.621446,2,3,0,19345.3,-0.023453,0.150866,0.137714,0.0883408,-0.0244958,-0.0199438,-0.0244398,-0.0701727,0.978162,0.135524,0.13244,0.0851007,-0.0208723,-0.00284549,-0.0153184,-0.0735666,-18714.3
-19332.8,0.997587,0.621446,3,7,0,19334,-0.0175591,0.149005,0.127942,0.0915046,-0.0282309,-0.0170589,-0.0261511,-0.081922,0.987172,0.133683,0.122258,0.0869754,-0.0244329,0.00270971,-0.0154404,-0.0858841,-18714.7
-19335.7,0.668111,0.621446,3,7,0,19340.6,-0.0239321,0.154258,0.138576,0.0782219,-0.0258159,-0.012197,-0.0288149,-0.0740356,0.982704,0.139179,0.133495,0.0740601,-0.0220675,0.0063998,-0.0192705,-0.0776162,-18711.6
-19336,0.983698,0.621446,3,7,0,19339.4,-0.0163731,0.144867,0.125816,0.102359,-0.0238548,-0.0189656,-0.0248239,-0.0718707,0.981257,0.1304,0.119679,0.098855,-0.0202102,-0.00145322,-0.0154764,-0.0753467,-18717.8
-19337.9,0.925468,0.621446,3,7,0,19341.3,-0.0310677,0.144899,0.126726,0.080144,-0.0352154,-0.0157899,-0.0248355,-0.0744839,0.980212,0.130442,0.121699,0.0764832,-0.0317054,0.0023158,-0.0151248,-0.0780863,-18718
-19335.6,1,0.621446,3,7,0,19341.6,-0.0202567,0.152069,0.141622,0.0784641,-0.0223994,-0.0143999,-0.0252245,-0.0748524,0.984077,0.135964,0.136833,0.0741275,-0.0188459,0.00385719,-0.0154727,-0.0784726,-18713.4
-19335.1,0.764788,0.621446,3,7,0,19342.4,-0.0204811,0.157586,0.130216,0.0997977,-0.0295449,-0.0132553,-0.0258664,-0.0813601,0.98403,0.142912,0.124136,0.0950088,-0.0259265,0.00643265,-0.0152264,-0.085295,-18710.3
-19332.8,0.816505,0.621446,2,3,0,19339.6,-0.0236558,0.150789,0.133584,0.0968757,-0.0233976,-0.0156189,-0.0190959,-0.076115,0.984096,0.135216,0.128212,0.0923073,-0.0203043,0.0020787,-0.00900877,-0.0797962,-18713.9
-19334.4,0.863107,0.621446,2,7,0,19336.5,-0.0219861,0.152614,0.13672,0.0934438,-0.0276388,-0.0231961,-0.0228657,-0.0842079,0.988169,0.135685,0.131261,0.089098,-0.0238563,-0.00350157,-0.0117514,-0.0882805,-18715.6
-19333.8,0.998689,0.621446,3,7,0,19336,-0.0196577,0.144225,0.130676,0.0884379,-0.0227329,-0.019188,-0.0270325,-0.0689842,0.977193,0.129513,0.12515,0.0852983,-0.0189262,-0.0019819,-0.0181441,-0.0723206,-18717.3
-19335.3,0.889401,0.621446,3,7,0,19338.2,-0.0189951,0.141173,0.133844,0.0936176,-0.0326282,-0.0228866,-0.0298321,-0.0807654,0.986939,0.124061,0.127827,0.0901282,-0.0283363,-0.00298533,-0.0193782,-0.0846716,-18720.2
-19336.9,0.885185,0.621446,3,7,0,19341.1,-0.0233453,0.156575,0.124777,0.0849155,-0.0213868,-0.01574,-0.0136374,-0.074694,0.980431,0.143302,0.120353,0.08016,-0.0187599,0.000958518,-0.00360544,-0.0783066,-18713
-19338.8,0.815082,0.621446,3,7,0,19344.7,-0.0229786,0.145007,0.142148,0.0939782,-0.0281005,-0.00661489,-0.016542,-0.070736,0.979213,0.128298,0.137172,0.0891697,-0.0256517,0.0098231,-0.00713624,-0.0741571,-18715.6
-19333,1,0.621446,2,3,0,19340.5,-0.0214065,0.159121,0.133098,0.0880654,-0.0283859,-0.0137452,-0.0258414,-0.079792,0.981797,0.144507,0.12766,0.083426,-0.0247668,0.0056108,-0.0154189,-0.0836511,-18708.9
-19335.1,0.855601,0.621446,2,7,0,19337.2,-0.0253694,0.156495,0.136089,0.0897541,-0.0272084,-0.0134739,-0.0253336,-0.0871024,0.981228,0.140147,0.130622,0.0842469,-0.0235409,0.00731141,-0.0138812,-0.091315,-18711.1
-19333.1,0.94992,0.621446,3,7,0,19338.1,-0.0192954,0.151419,0.137499,0.0916535,-0.0303596,-0.0183121,-0.0221547,-0.0844986,0.984547,0.13435,0.132176,0.0868759,-0.0268282,0.00144049,-0.0109814,-0.0885853,-18714
-19336.8,0.701994,0.621446,2,3,0,19339.4,-0.0164108,0.13892,0.136322,0.0848096,-0.017269,-0.0156718,-0.0257841,-0.0741589,0.986371,0.122138,0.131135,0.0804975,-0.0136066,0.00249276,-0.0161434,-0.0777456,-18720.3
-19337,0.986543,0.621446,3,7,0,19342.4,-0.0225679,0.15331,0.124868,0.0848988,-0.020715,-0.0164512,-0.0180377,-0.06468,0.982743,0.140995,0.120141,0.0814468,-0.0178184,-0.0012369,-0.00951317,-0.0678082,-18714.3
-19336.4,0.955907,0.621446,3,7,0,19340.6,-0.0180642,0.147351,0.140698,0.0935809,-0.0313435,-0.0208215,-0.0327211,-0.0868804,0.982454,0.129189,0.134528,0.0893252,-0.0267984,0.000738977,-0.0214922,-0.0910823,-18716.9
-19334.2,0.745977,0.621446,2,3,0,19343.5,-0.0149431,0.156127,0.13512,0.0956389,-0.0331869,-0.0209281,-0.0294306,-0.0754425,0.985196,0.141179,0.129042,0.0925284,-0.0290746,-0.00212731,-0.0197065,-0.0790912,-18712
-19332.6,0.977071,0.621446,3,7,0,19336.3,-0.0258443,0.14801,0.135055,0.0864345,-0.0193598,-0.0208657,-0.0242187,-0.0773491,0.981532,0.131863,0.129881,0.0823055,-0.015603,-0.00235041,-0.0140936,-0.08109,-18716.5
-19333,0.760893,0.621446,2,3,0,19337.3,-0.0210594,0.142103,0.138028,0.087878,-0.0280323,-0.0221607,-0.022505,-0.0783022,0.981125,0.124611,0.132901,0.0840473,-0.0243985,-0.00369729,-0.0122026,-0.0820893,-18719.2
-19332,0.949499,0.621446,3,7,0,19335.3,-0.0168097,0.151654,0.132418,0.0927634,-0.0251457,-0.0139614,-0.0251956,-0.0764345,0.986647,0.136613,0.126794,0.0883459,-0.0216026,0.00462255,-0.0152231,-0.0801312,-18712.2
-19332.4,0.909968,0.621446,3,7,0,19334.5,-0.022226,0.151326,0.125873,0.086917,-0.0291093,-0.0199913,-0.0246169,-0.0740089,0.978984,0.137541,0.12053,0.0834684,-0.0254394,-0.00208896,-0.0149667,-0.0775883,-18714
-19333,0.670996,0.621446,3,7,0,19338.8,-0.019058,0.147779,0.139654,0.0951641,-0.0237616,-0.0163498,-0.0263753,-0.078272,0.986388,0.130807,0.133891,0.0907867,-0.019999,0.00271702,-0.016178,-0.0820576,-18715
-19335.4,0.763315,0.621446,2,3,0,19337.6,-0.0197151,0.153647,0.140604,0.0957396,-0.0307308,-0.0199963,-0.0285985,-0.0787934,0.989385,0.137097,0.134634,0.0920467,-0.0266686,-0.000602988,-0.0183867,-0.0826042,-18713.9
-19335.3,0.870237,0.621446,3,7,0,19341.4,-0.0194676,0.147363,0.124922,0.0828254,-0.0226274,-0.0172097,-0.0223691,-0.0732318,0.975915,0.133436,0.119969,0.0788173,-0.0192324,0.000294757,-0.0127683,-0.0767736,-18716.2
-19332.9,1,0.621446,3,7,0,19337,-0.020597,0.147421,0.125872,0.0895125,-0.0224876,-0.017016,-0.0246068,-0.0758622,0.987532,0.132979,0.120414,0.0853141,-0.0188755,0.00131818,-0.0146985,-0.0795313,-18715.8
-19336,0.727284,0.621446,2,3,0,19338,-0.0216649,0.151158,0.145487,0.0908063,-0.0240942,-0.0263871,-0.0251807,-0.0743259,0.978263,0.133858,0.140104,0.0877759,-0.0201107,-0.00846625,-0.0155011,-0.0779206,-18716.8
-19334.9,1,0.621446,3,7,0,19337.8,-0.0160757,0.153871,0.124265,0.0918513,-0.0276621,-0.0139311,-0.0240532,-0.0805115,0.98835,0.139903,0.118683,0.0870474,-0.0241744,0.00533644,-0.013484,-0.0844054,-18712.4
-19332,1,0.621446,2,3,0,19335.8,-0.0177166,0.151912,0.131771,0.0897408,-0.0247603,-0.0147026,-0.0293521,-0.0818698,0.982773,0.136466,0.125989,0.0849928,-0.020765,0.00551397,-0.0187321,-0.0858294,-18712.1
-19333,0.885708,0.621446,3,7,0,19334.8,-0.0226806,0.150241,0.13771,0.0931398,-0.0266301,-0.0206575,-0.0297641,-0.0838433,0.983599,0.133185,0.131773,0.0888621,-0.0223597,-9.62276e-05,-0.0188804,-0.0878983,-18715
-19334.9,0.851319,0.621446,3,7,0,19337.4,-0.0184317,0.149297,0.131936,0.094681,-0.0216674,-0.0166788,-0.0159748,-0.0689232,0.978637,0.134633,0.126908,0.0907594,-0.018885,-0.000871193,-0.00680642,-0.0722566,-18715.2
-19334.9,0.920243,0.621446,3,7,0,19339.5,-0.0234405,0.150822,0.133458,0.0851185,-0.0319406,-0.0205857,-0.0341008,-0.0832148,0.98578,0.134872,0.127561,0.0813035,-0.0273386,0.000410754,-0.0234176,-0.0872394,-18715.1
-19334.6,0.715348,0.621446,3,7,0,19342.7,-0.0198113,0.144024,0.125998,0.0874769,-0.0271018,-0.0132425,-0.025569,-0.0852244,0.984018,0.128196,0.120543,0.0821491,-0.0234472,0.00719484,-0.0143839,-0.0893462,-18716.7
-19333.6,0.999922,0.621446,3,7,0,19337.2,-0.0236624,0.156422,0.134167,0.090867,-0.0277467,-0.0205051,-0.0296526,-0.0673706,0.981202,0.142738,0.128341,0.0883527,-0.0237132,-0.00331298,-0.0210568,-0.070629,-18711.8
-19333.9,0.617414,0.621446,2,3,0,19341.5,-0.0209896,0.151515,0.134602,0.0892647,-0.0292267,-0.0297743,-0.0239378,-0.0777953,0.978907,0.13552,0.129271,0.0863451,-0.0251991,-0.0113703,-0.0137433,-0.0815578,-18717
-19330.8,1,0.621446,2,3,0,19333.9,-0.0223101,0.146825,0.131981,0.0896844,-0.0280939,-0.0177826,-0.0259992,-0.0748294,0.980963,0.131481,0.12645,0.0859605,-0.0243744,0.000507202,-0.0162709,-0.0784484,-18715
-19330.9,0.647293,0.621446,3,7,0,19336.2,-0.0187677,0.152999,0.133397,0.0889512,-0.0246071,-0.0198204,-0.0237961,-0.0767238,0.98429,0.137767,0.12809,0.0849822,-0.0209569,-0.00146792,-0.0137468,-0.0804345,-18712.9
-19331,0.858039,0.621446,3,7,0,19333.1,-0.0220155,0.146675,0.131984,0.0899791,-0.0281055,-0.0171324,-0.0269428,-0.0760891,0.980392,0.131196,0.126366,0.0861031,-0.024314,0.00154847,-0.0170639,-0.0797691,-18714.8
-19330.8,0.84351,0.621446,3,7,0,19333.5,-0.0202151,0.152654,0.133586,0.0891761,-0.0247008,-0.0200472,-0.0237921,-0.0759195,0.984125,0.137442,0.12827,0.0853181,-0.0210535,-0.00186341,-0.0138546,-0.0795913,-18713.1
-19332.8,0.642823,0.621446,2,3,0,19335.3,-0.0242581,0.150765,0.128326,0.092246,-0.0305347,-0.0161431,-0.0302556,-0.0737275,0.985899,0.136735,0.122308,0.0887771,-0.0265423,0.00250415,-0.0207916,-0.0772933,-18713.3
-19333.2,0.604419,0.621446,3,7,0,19340.9,-0.0170203,0.150999,0.137069,0.0881191,-0.0211397,-0.0207685,-0.019629,-0.078772,0.978271,0.134544,0.132154,0.0836927,-0.0177637,-0.00255606,-0.00918626,-0.0825817,-18714.9
